CodeMixed_Arabic,pr_ar,cat_ar,CodeMixed_English,pr_en,cat_en,GroundTruth_Arabic,GroundTruth_English
"أصوات الريف كانت واصلة عندي، و الـ
night air
، وريح الطين والملح كانوا بينعشوني.",0.8666666667,Arabic 67–100%,"Sounds of the countryside reached
عندي
faintly, and the air
بالليل بريحة الطين والملح
was so refreshing.",0.7058823529,English 67–100%,وأصوات الريف كانت واصلة لحد عندي. روايح الليل، والطين، والملح كانو بينعشوني.,"Sounds of the countryside came faintly in, and the cool night air, veined with smells' of earth and salt, fanned my cheeks."
"السلام الرائع بتاع الصيف النايم ده كان بيدخل جوايا زي الـ
tide.",0.9166666667,Arabic 67–100%,"The marvelous peace
بتاع الصيف النايم دخل فيا زي مد البحر.",0.2727272727,English 0–33%,السلام الرائع بتاع الصيف النايم ده كان بيدخل جوايا زي مد البحر.,The marvelous peace of the sleepbound summer night flooded through me like a tide.
"في اللحظة دي وعلى أطراف الليل، الـ
siren
صرخت.",0.8888888889,Arabic 67–100%,"Then, just
على أطراف الليل، سمعت سرينة
steamer.",0.375,English 34–66%,في اللحظة دي وعلى أطراف الليل، سرينة صرخت.,"Then, just on the edge of daybreak, I heard a steamer's siren."
"كانت بتعلن عن
voyages
لعالم بقى عندي ناحيته
indifference
من دلوقتي وللأبد.",0.8333333333,Arabic 67–100%,"People were starting on
رحلات لعالم اللي خلاص مبقاش يهمني للأبد.",0.3636363636,English 34–66%,كانت بتعلن عن رحلات لعالم بقى عندي ناحيته لامبالاة من دلوقتي وللأبد.,People were starting on a voyage to a world which had ceased to concern me forever.
"وفكرت في ماما
for the first time
من مدة طويلة أوي.",0.6363636364,Arabic 34–66%,"Almost for the first time
من شهور كتير
I thought of my
ماما.",0.6923076923,English 67–100%,وفكرت في ماما لأول مرة من مدة طويلة أوي.,Almost for the first time in many months I thought of my mother.
"عشان هناك،
there
برضو، الليل كان عامل زي
mournful
هدنة حوالين الدار دي إللي بتنطفي فيها حياة ناس.",0.8888888889,Arabic 67–100%,"There,
كمان،
in that
الدار إللي فيها حياة ناس بتنطفي،
the dusk came as
هدنة حزينة.",0.4375,English 34–66%,عشان هناك، هناك برضو، الليل كان عامل زي هدنة حزينة حولين الدار دي إللى بتنطفي فيها حياة ناس.,"There, too, in that Home where lives were flickering out, the dusk came as a mournful solace."
"ماما أكيد كانت حاسة إنها
free
ومستعدة تعيش كل حاجة من جديد لما بقت قريبة أوي كده من الموت.",0.9473684211,Arabic 67–100%,"With death so near,
ماما
must have felt like someone on the brink of freedom
ومستعدة تعيش الحياة من أول وجديد.",0.6666666667,English 67–100%,ماما أكيد كانت حاسة إنها حرة ومستعدة تعيش كل حاجة من جديد لما بقت قريبة أوي كده من الموت.,"With death so near, Mother must have felt like someone on the brink of freedom, ready to start life all over again."
"مافيش حد، مافيش حد كان له الـ
right
إنه يعيط عليها.",0.9090909091,Arabic 67–100%,"No one, no one
كان له الحق
to weep for her.",0.7272727273,English 67–100%,مافيش حد، مافيش حد كان له الحق إنه يعيط عليها.,"No one, no one in the world had any right to weep for her."
"أنا كمان حسيت إني
ready
أعيش كل حاجة
from the beginning.",0.6363636364,Arabic 34–66%,"And I, too, felt
إني مستعد أعيش
everything
من جديد.",0.5,English 34–66%,أنا كمان، حسيت إني مستعد أعيش كل حاجة من جديد.,"And I, too, felt ready to start life all over again."
"زي ما يكون الـ
intense anger
ده طهرني من الـ
evil
، فضاني من الأمل، وقدام الليل المليان أبراج و
stars
، كنت لأول مرة منفتح على حنية الـ
indifference
بتاعة العالم.",0.84375,Arabic 67–100%,"It was as if
الغضب الشديد
washed me clean
، فضاني من
hope
،
and under
الليل المزحوم بالأبراج والنجوم،
for the first time I opened my heart to
حنية اللامبالاة
of the universe.",0.6470588235,English 34–66%,زي ما يكون الغضب الشديد ده طهرني من الشر، فضاني من الأمل، وقدام الليل المزحوم بالأبراج والنجوم، كنت منفتح لأول مرة على حنية اللامبالاة بتاعت العالم.,"It was as if that great rush of anger had washed me clean, emptied me of hope, and, gazing up at the dark sky spangled with its signs and stars, for the first time, the first, I laid my heart open to the benign indifference of the universe."
"لأول مرة كنت حاسس قد إيه هو
so
شبهي، قد إيه بقى بيني وبينه
brotherhood
أخيرا، وحسيت إني كنت
happy
، وإني لسه
happy.",0.8333333333,Arabic 67–100%,"To feel it
قد إيه كان شبهي، وقد إيه
between us
في أخوة أخيراً،
made me realize
إني كنت سعيد، وإني لسه سعيد.",0.347826087,English 34–66%,لأول مرة كنت حاسس قد إيه هو شبهي أوي، قد إيه بقى بيني وبينه أخوة أخيرا، وحسيت إن أنا كنت سعيد، وإن أنا لسه سعيد.,"To feel it so like myself, indeed, so brotherly, made me realize that I'd been happy, and that I was happy still."
"وعشان كل حاجة تكمل وعشان ماحسش بالوحدة، ماكانش فاضل غير إن أنا أتمنى إن في يوم الـ
execution
بتاعي يبقى فيه
crowds
كتير بتتفرج وإنهم يستقبلوني بصرخات الكره.",0.9285714286,Arabic 67–100%,"For everything to be accomplished and for me not to feel
وحدة،
all that was left to hope was that on my
يوم الإعدام
there will be
جماهير كتير
watching and they’ll greet me
بصرخات الكره.",0.8055555556,English 67–100%,وعشان كل حاجة تكمل وعشان ماحسش بالوحدة، ماكانش فاضل غير إن أنا أتمنى إن يوم تنفيذ الإعدام بتاعي يبقى فيه جماهير كتير بتتفرج وإنهم يستقبلوني بصرخات الكره.,"For all to be accomplished, for me to feel less lonely, all that remained to hope was that on the day of my execution there should be a huge crowd of spectators and that they should greet me with howls of execration."
"هي شيراز هي اللي طلعت كل الـ
demons
والـ
monsters
دي في طريقنا عشان
we left her
؟",0.7222222222,Arabic 67–100%,"Was it
شيراز اللي
sent
كل الأشباح والمسوخ
our way because
سيبناها؟",0.5,English 34–66%,هل شيراز هي اللي طلعت كل الأشباح والمسوخ دي في طريقنا عشان سيبناها؟,Was she who sent all those demons our way because we left her?
"هل ده معناه إن
Shiraz
حتفضل ترُكّز علينا
one after the other
؟",0.6153846154,Arabic 34–66%,"Does this mean
شيراز حتفضل ترُكّز علينا واحد واحد؟",0.3333333333,English 34–66%,هل ده معناه إن شيراز حتفضل ورانا واحد واحد؟,Does this mean Shiraz will target us one after the other?
"طب ليه
she didn't get back at me
أنا أول واحد؟",0.4545454545,Arabic 34–66%,"But
ليه ما اتقمتش مني أنا
first?",0.2857142857,English 0–33%,طب ليه مانتقمتش مني أنا أول واحد؟,But why didn't she get back at me first?
"دكتور رفعت، أنا
honestly
مش عارف
how to
أشكر حضرتك.",0.7,Arabic 67–100%,"Dr. Refaat,
أنا مش عارف
how to thank
حضرتك.",0.5555555556,English 34–66%,دكتور رفعت، أنا مش عارف أشكر حضرتك إزاي,"Dr. Refaat, I don't know how to thank you."
"بسبب الـ
recommendation
بتاعت حضرتك، البحث بتاعي اتقبل هنا في الكلية.",0.9090909091,Arabic 67–100%,"Thanks to
توصية حضرتك,
my research
اتقبل هنا في الكلية.",0.4,English 34–66%,بسبب توصية حضرتك البحث بتاعي اتقبل هنا في الكلية,"Thanks to your recommendation, my research was accepted by the academy"
"عارف يا دكتور، قالولي إن
research
في الأحلام هنا
rare.",0.8,Arabic 67–100%,"You know,
قالولي إن البحوث
on dreams
مش
common
هنا.",0.5,English 34–66%,عارف يا دكتور، قالولي إن البحوث في الأحلام هنا نادرة,"You know, they said that research on dreams is not common here"
"هو مافيش حد مابيحلمش يا
doctor
، بس يعني ممكن يكون مش بيفتكر
his dreams.",0.8,Arabic 67–100%,"Everyone dreams
يا دكتور،
but some
مش بيفتكروا أحلامهم.",0.4444444444,English 34–66%,هو مافيش حد مابيحلمش يا دكتور، بس يعني جايز يكون مش بيفتكر أحلامه,"Everyone dreams, doctor, but some don't remember their dreams"
"ماجستيرك عن
dreams
ومش عارف شعب
Atlantis
؟",0.75,Arabic 67–100%,"Your thesis
عن الأحلام
and you don't know
شعب اتلانتس؟",0.6,English 34–66%,ماجستيرك عن الأحلام ومش عارف شعب اتلانتس؟,"Your thesis is on dreams, and you don't know the people of Atlantis?"
"يا دكتور هو أنا يعني لاحق أذاكر
facts
لما كمان هذاكر
myths.",0.8333333333,Arabic 67–100%,"I hardly have
وقت أذاكر الواقع، فلا تتوقع مني أذاكر الأساطير.",0.2727272727,English 0–33%,يا دكتور هو أنا يعني لاحق أذاكر الواقع لما كمان هذاكر الأساطير,I hardly have time to study facts. Don't expect me to check myths.
"طب إيه رأيك لو أقولك على طريقة تخليك تفتكر
your dreams
؟",0.8333333333,Arabic 67–100%,"If you want,
أنا ممكن أقولك
how to
تفتكر أحلامك.",0.5,English 34–66%,طب إيه رأي حضرتك في اللي يقولك على طريقة تخليك تفتكر أحلامك؟,"If you want, I can tell you how to remember your dreams."
